id,name,surname,hand,dob,country
206824,Jose Pablo,Andres Gomez,U,19980808,MEX
123944,Max,Andrews,U,19941014,GBR
145003,Lucas,Andriamasilalao,R,19970623,MAD
110670,Bogdan,Andrii,R,19890630,ROU
111439,Jay,Andrijic,R,19951003,AUS
105888,Toni,Androic,R,19911228,CRO
126372,Adrian,Andrzejczuk,U,19960318,POL
104665,Pablo,Andujar,R,19860123,ESP
202126,Jaimee Floyd,Angele,U,20000327,FRA
206857,Vittorio,Angeli,U,,ITA
104377,Theodoros,Angelinos,U,19840529,GRE
105121,Ivan,Anikanov,R,19880315,UKR
200483,Peter August,Anker,R,19990603,NOR
206865,Sukhee,Ann,U,20000804,KOR
104316,Pietro,Ansaldo,R,19840228,ITA
206891,Baptiste,Anselmo,U,20010614,FRA
110535,Jack,Anton,R,19910925,USA
105508,Vasile,Antonescu,R,19900324,ROU
144727,Joao,Antonio,U,19990430,POR
105857,Elwin,Antony,U,19911006,IND
106389,Andrei Stefan,Apostol,R,19950225,ROU
123832,Bogdan Ionut,Apostol,U,19960117,ROU
126753,Daniel,Appelgren,R,19960506,SWE
111574,Jc,Aragone,R,19950628,USA
126375,Aitor,Aramburu,U,19911130,MEX
122632,Ivar Jose,Aramburu Contreras,R,19940321,MEX
132113,Carlos,Arana,U,19950213,PAN
206498,Francisco,Aranguren,U,19981215,ARG
104253,Juan Martin,Aranguren,R,19831007,ARG
109694,Pedro,Araujo,R,19741122,POR
105618,Juan Samuel,Arauzo Martinez,U,19900822,ESP
126121,Andres,Arce,U,19971120,ESP
207747,Raphael,Archambault Laurin,R,20000407,CAN
200619,Sebastian,Arcila,,,PUR
108594,Johnny,Arcilla,U,19800215,PHI
126273,Jordi,Arconada,R,19960906,ARG
105664,Ivan,Arenas Gualda,U,19901031,ESP
207813,Robbie,Arends,U,20011125,RSA
122644,Sander,Arends,U,19910809,NED
205869,Isaac Arturo,Arevalo,U,20000304,MEX
105656,Marcelo,Arevalo,R,19901017,ESA
104763,Rafael,Arevalo,R,19860704,ESA
207156,David,Argasinski,U,20000814,POL
106032,Facundo,Arguello,R,19920804,ARG
207307,Anze,Arh,U,19990214,SLO
106262,Boris,Arias,R,19931109,BOL
123905,Manuel,Arias,U,19970521,COL
109434,Richard,Arlindo,U,19911108,BRA
104722,Miles,Armstrong,U,19860416,AUS
105063,Andrea,Arnaboldi,L,19871227,ITA
206467,Federico,Arnaboldi,U,20000618,ITA
106033,Romain,Arneodo,R,19920804,FRA
137794,Guillermo Alejandro,Arrambide Herrera,U,19960312,MEX
122538,Nicolas Alberto,Arreche,U,19940915,ARG
105352,Danila,Arsenov,R,19890609,RUS
106238,Andres,Artunedo Martinavarr,R,19930914,ESP
127570,Rodrigo,Arus,U,19950220,URU
106035,Isak,Arvidsson,R,19920806,SWE
104798,Arsen,Asanov,U,19860909,UZB
103693,Thierry,Ascione,R,19810117,FRA
108734,Fredrik,Ask,U,19900905,NOR
102388,Simon,Aspelin,R,19740511,SWE
110692,Renato,Assad,U,19921003,BRA
108741,Mohd,Assri Merzuki,R,19941228,MAS
106339,Felipe,Assuncao Garla,R,19940613,BRA
105791,Mauricio,Astorga,L,19910619,MEX
208003,Bekkhan,Atlangeriev,U,20010312,RUS
105071,Jean Yves,Aubone,R,19880110,USA
208147,Alexandre,Aubriot,R,19990606,FRA
200000,Felix,Auger Aliassime,R,20000808,CAN
122442,Alejandro,Augusto Bueno,U,19930130,ESP
104394,Marc,Auradou,R,19840709,FRA
108767,Gonzales,Austin,L,19921105,HAI
104893,Maxime,Authom,R,19870329,BEL
105971,Kalle,Averfalk,R,19920407,SWE
200553,Alen,Avidzba,R,20000224,RUS
103914,Omar,Awadhy,R,19820116,UAE
123736,Sagadat,Ayap,U,19950525,KAZ
200366,Olukayode Alafia Damina,Ayeni,U,19990810,USA
207220,Taha,Baadi,U,20010719,CAN
111446,Alexander,Babanine,R,19940906,AUS
126689,Tadas,Babelis,U,19970225,LTU
104897,Matthias,Bachinger,R,19870402,GER
105762,Johan,Backstrom,R,19910501,SWE
144638,Dmytro,Badanov,U,19880119,UKR
209280,Devin,Badenhorst,R,20040520,RSA
110710,Mihai,Badescu,U,19801110,ROU
200401,Amir Hossein,Badi,R,19981209,IRI
202104,Sebastian,Baez,R,20001228,ARG
104571,Marcos,Baghdatis,R,19850617,CYP
105487,Facundo,Bagnis,L,19900227,ARG
106431,Francisco,Bahamonde,R,19961107,ARG
105339,Yan,Bai,R,19890521,CHN
208073,Razvan,Baiant,R,20000917,CAN
206821,Robin,Bailly,U,19910924,FRA
103655,Boris Nicola,Bakalov,L,19801123,BUL
104548,Brian,Baker,R,19850430,USA
104779,Jamie,Baker,R,19860805,GBR
126430,Edan,Bakshi,R,19971212,ISR
105502,N Sriram,Balaji,R,19900318,IND
105226,Attila,Balazs,R,19880927,HUN
104585,Gyorgy,Balazs,R,19850724,HUN
111795,Filippo,Baldi,R,19960110,ITA
127555,Andrea,Baldoni,U,19931218,ITA
128065,Stefano,Baldoni,U,19970826,ITA
104958,Carsten,Ball,L,19870620,AUS
134780,Peter,Balla,U,19930528,HUN
207210,Nikshep,Ballekere Ravikumar,R,19980117,IND
104112,Benjamin,Balleret,R,19830115,MON
209108,Gianluca,Ballotta,U,,PER
134114,Jad,Ballout,U,19960922,TPE
105605,Mikhail,Balmashev,U,19900805,RUS
132575,Raphael,Baltensperger,R,19971218,SUI
106066,Victor,Baluda,R,19920930,RUS
133045,Riccardo,Balzerani,R,19981025,ITA
106382,Luke,Bambridge,R,19950121,GBR
201977,Gonzalo,Bancalari,U,19961111,URU
105703,Jesus,Bandres,U,19910130,VEN
105974,Maverick,Banes,R,19920410,AUS
105871,Sekou,Bangoura,R,19911118,USA
200292,Igor,Banicevic,U,19990407,SRB
106001,Javier,Banos Pantoja,U,19920520,ESP
110497,Jarryd,Bant,R,19921029,GBR
123965,Rodrigo,Banzer,R,19970129,BOL
106143,Dekel,Bar,R,19930315,ISR
206831,Martin,Barbier,U,19991024,FRA
110468,Romain,Barbosa,R,19940417,POR
120542,David,Barclay,R,19900906,AUS
103229,Kornel,Bardoczky,R,19780705,HUN
125844,Yannai,Barkai,U,19970317,ISR
208601,Frank,Barnett,U,20010211,USA
126231,Sam,Barnett,U,19890907,USA
110469,Joao,Barra,R,19940721,POR
109733,Nicola,Barraco,U,19880405,ITA
200266,Javier,Barranco Cosano,U,19981117,ESP
106296,Gregoire,Barrere,R,19940216,FRA
209128,Diego Augusto,Barreto Sanchez,U,20020418,ESP
106351,Galo,Barrezueta,R,19940813,ECU
104905,Nicolas,Barrientos,R,19870424,COL
145021,Geronimo,Barrios,U,19971117,CHI
144642,Marcelo Tomas,Barrios Vera,R,19971210,CHI
109419,Manuel,Barros,U,19820928,POR
122537,Manuel,Barros,R,19940519,ARG
105909,Sam,Barry,R,19920127,IRL
122226,Florian,Barth,U,19890306,GER
105881,Matthew,Barton,R,19911218,AUS
209041,Bozo,Barun,R,,CRO
105806,Mirza,Basic,R,19910712,BIH
105932,Nikoloz,Basilashvili,R,19920223,GEO
132566,Dmitrii,Baskov,R,19941219,MDA
200050,Finn,Bass,U,19991009,GBR
109640,Andrea,Basso,L,19931008,ITA
102567,George,Bastl,R,19750401,SUI
207967,Juan Ignacio,Batalla,U,19990810,MEX
206874,Juan Ignacio,Batalla Diez,L,19990810,MEX
124045,Lawrence,Bataljin,R,19960522,AUS
206447,Daniel,Batista,U,19981206,POR
123897,Garvit,Batra,R,19970404,IND
103417,Brian,Battistone,R,19790810,USA
133478,Simon,Baudry,U,19970905,FRA
111586,Deiton,Baughman,U,19960423,USA
111162,Daniel,Baumann,R,19950208,GER
104916,Moritz,Baumann,L,19870509,GER
105138,Roberto,Bautista Agut,R,19880414,ESP
122027,Romain,Bauvy,U,19940629,FRA
122055,Haadin,Bava,U,19941203,IND
108765,Jean Marc,Bazanne,R,19890729,HAI
200003,Jeremy,Beale,L,19941004,AUS
202247,Simon,Beaupain,U,19990518,BEL
104676,Andreas,Beck,L,19860205,GER
103971,Karol,Beck,R,19820403,SVK
103794,Benjamin,Becker,R,19810616,GER
208402,Gerhardt Marius,Becker,L,20000810,RSA
206907,Juan Pablo,Becker,U,20000120,ARG
105702,Richard,Becker,U,19910129,GER
209278,Alec,Beckley,U,20010618,RSA
190030,Enrico,Becuzzi,R,19730323,ITA
105379,Aljaz,Bedene,R,19890718,SLO
105380,Andraz,Bedene,R,19890718,SLO
103876,Tomasz,Bednarek,R,19811112,POL
105692,Alessandro,Bega,R,19910111,ITA
104398,Andre,Begemann,R,19840712,GER
105431,Ariel,Behar,R,19891112,URU
105255,Bassam,Beidas,R,19881226,LIB
136859,Jonathan,Bejar,U,19950110,AUS
104933,Denis,Bejtulahi,R,19870601,SRB
120903,Kaysar,Bekimov,U,19891212,KAZ
200038,Mohamed,Belcora,U,19980521,MAR
109201,Ionut Mihai,Beleleu,R,19870510,ROU
200342,Mohamed Ali,Bellalouna,U,19990615,TUN
138590,Robbie C,Bellamy,U,19950126,USA
134472,Antoine,Bellier,U,19961018,SUI
105821,Riccardo,Bellotti,R,19910805,ITA
105064,Thomaz,Bellucci,L,19871230,BRA
122103,Nizar,Belmati,R,19930423,MAR
206830,Alexandre,Belmonte,U,19990119,FRA
105722,Constantin,Belot,R,19910220,FRA
105609,Ilya,Belyaev,R,19900809,RUS
105074,Ruben,Bemelmans,L,19880114,BEL
200300,Skander,Ben Abdallah,U,20001002,TUN
124095,Ameur,Ben Hassen,R,19930628,TUN
105569,Gilad,Ben Zvi,R,19900612,ISR
109328,Abdelkader,Benabdellah,R,19950426,MAR
206299,Max,Benaim,U,19980514,GBR
122601,Ayoub,Benamar,R,19880104,MAR
105715,Jeroen,Benard,R,19910216,NED
209119,Aissa,Benchakroun,U,,MAR
200611,Elliot,Benchetrit,R,19981002,FRA
126546,Gabriel De Andrade,Bendazoli,R,19960412,BRA
104737,Saso,Bende,R,19860524,SLO
120982,Jose Daniel,Bendeck,R,19901224,COL
125815,Anvit,Bendre,U,19950227,IND
104912,Cristhian Ignacio,Benedetti,R,19870505,ARG
206421,Giuliano,Benedetti,U,19981006,ITA
110465,Mehdi,Benhammou,R,19880110,MAR
105488,Jose,Benitez,U,19900228,PAR
121817,Juan Manuel,Benitez Chavarriaga,U,19950922,COL
109323,Carlos,Benito Hergueta,R,19950123,ESP
124155,Suraj,Beniwal,U,19931023,IND
201898,Russell,Benkaim,U,20000208,USA
104758,Antoine,Benneteau,R,19860630,FRA
103898,Julien,Benneteau,R,19811220,FRA
204861,Daniel,Bennett,U,19980227,GBR
123827,Samuel,Bensoussan,U,19911118,FRA
105982,Claude,Benz,L,19920418,SUI
111180,Nattan,Benjasupawan,U,19940822,THA
123742,Martin,Beran,R,19951127,CAN
105575,Ricardas,Berankis,R,19900621,LTU
102447,Jean Francois,Berard,R,19740904,CAN
104607,Tomas,Berdych,R,19850917,CZE
105935,Duilio,Beretta,R,19920225,PER
127466,Conor,Berg,U,19910817,USA
138258,Marco,Bergagnin,U,19920217,ITA
109717,Leif,Berger,L,19930526,GER
110647,Filip,Bergevi,R,19940420,SWE
105025,Carl,Bergman,L,19871010,SWE
200267,Zizou,Bergs,R,19990603,BEL
122483,Thibaud,Berland,U,19930621,FRA
104122,Carlos,Berlocq,R,19830203,ARG
106112,Sean,Berman,R,19930108,USA
207483,Manuel,Bernard,U,19991007,ITA
105754,Pedro,Bernardi,U,19910416,BRA
110537,Drake,Bernstein,R,19890828,USA
103582,Michael,Berrer,L,19800701,GER
202235,Jacopo,Berrettini,U,19981127,ITA
126610,Matteo,Berrettini,R,19960412,ITA
106090,Daniel,Berta,R,19921126,SWE
202293,Charles,Bertimon,U,19990920,FRA
200329,Remy,Bertola,R,19980831,SUI
126209,Peter,Bertran,,19960305,DOM
206925,Ulysse,Bertrand,U,20010504,FRA
124107,Federico Nicolas,Bertucci,U,19931015,ARG
201967,Federico,Bertuccioli,U,19980814,ITA
200434,Santiago,Besada,U,19980406,ARG
126201,Francesco,Bessire,R,19940221,ITA
105229,Philip,Bester,R,19881006,CAN
138328,Patricio,Betancourt Gonzalez,R,19940512,MEX
105029,Sergey,Betov,R,19871015,BLR
106098,Anton,Bettink,U,19921211,NZL
106026,Yuki,Bhambri,R,19920704,IND
200701,Armaan,Bhatia,R,19981123,IND
202170,Malik,Bhatnagar,R,19990615,CAN
200482,Rana Roop Singh,Bhullar,R,19971225,NOR
206157,Nicolas,Bianchi,U,19961110,ARG
209080,Blaise,Bicknell,R,,USA
105301,Ante,Bilic,R,19890307,CRO
207277,Illia,Biloborodko,,20010507,UKR
131888,Domagoj,Biljesko,U,19970628,CRO
108961,Abd Hazli,Bin Zainuddin,R,19801104,MAS
108965,Muhd Ashaari,Bin Zinal Abidin,R,19881007,MAS
132213,Jonathan,Binding,U,19930313,GBR
126465,Andre,Biro,R,19960229,HUN
105987,Mikhail,Biryukov,R,19920428,RUS
121712,Ronit Singh,Bisht,R,19960406,IND
126100,Michal,Bisko,U,19940507,CZE
144970,Constantin,Bittoun Kouzmine,L,19990104,FRA
104306,Ivan,Bjelica,R,19840215,SRB
123997,Joachim,Bjerke,R,19941111,NOR
126143,Andreas,Bjerrehus,U,19920604,DEN
103484,James,Blake,R,19791228,USA
144972,Geoffrey,Blancaneaux,R,19980808,FRA
200265,Ulises,Blanch,R,19980325,USA
200259,Ugo,Blanchet,U,19990105,FRA
132331,Jorge,Blanco Guadalupe,U,19971117,ESP
126736,Francisco Adolfo,Blanco Paris,U,19960325,ESP
126979,Martin,Blasko,R,19960107,SVK
111207,Stefano,Blatt,U,19960127,BRA
110736,Ivan,Blazevic,R,19910815,CRO
105307,Jan,Blecha,R,19890318,CZE
105383,Dennis,Bloemke,R,19890723,GER
207294,Roman,Blokhin,U,19990316,RUS
104996,Alexander,Blom,R,19870817,AHO
106029,Tobias,Blomgren,L,19920709,SWE
134176,Sam D,Bloom,U,19940113,USA
104171,Richard,Bloomfield,R,19830427,GBR
144652,William,Blumberg,U,19980126,USA
105996,Alex,Blumenberg,U,19920515,BRA
144815,Alexander,Boborykin,U,19960603,RUS
123847,Bogdan,Bobrov,U,19970916,RUS
200595,Lorenzo,Bocchi,R,19971129,ITA
104278,Matt,Bocko,U,19831212,USA
109377,Hendrik,Bode,R,19840428,GER
122519,Punn,Bodhidatta,R,19930603,THA
106391,Adrian,Bodmer,R,19950306,SUI
104265,William,Boe Wiegaard,R,19831109,USA
131867,Dominik,Boehler,R,19960221,GER
122279,Romain,Bogaerts,U,19931223,BEL
104372,Alex,Bogdanovic,L,19840522,GBR
109732,Enrique,Bogo,U,19950624,BRA
104166,Alex,Bogomolov Jr,R,19830423,RUS
200209,Grega,Boh,U,19971029,SLO
104219,Stephane,Bohli,R,19830725,SUI
106267,Michael,Bois,R,19931119,FRA
138431,Darko,Bojanovic,R,19970208,BIH
105183,Agustin,Boje Ordonez,U,19880719,ESP
144772,Salvador Andres,Bolanos,,19980610,ESA
105144,Andrey,Boldarev,U,19880507,UZB
104620,Simone,Bolelli,R,19851008,ITA
109094,Bruno,Bolkmann,R,19900704,BRA
200291,Andrea,Bolla,U,19981028,ITA
106109,Alex,Bolt,L,19930105,AUS
106156,Sebastien,Boltz,R,19930405,FRA
106117,Carlos,Boluda Purkiss,R,19930122,ESP
126888,Federico,Bonacia,U,19970114,ITA
109686,Riccardo,Bonadio,U,19930713,ITA
206091,Yan,Bondarevskiy,U,20000317,RUS
206908,Luis Mauricio,Bonilla,U,19971203,DOM
126127,Benjamin,Bonzi,R,19960609,FRA
103523,Rohan,Bopanna,R,19800304,IND
134677,Juan,Borba,R,19960412,PAR
103899,Stian,Boretti,R,19811220,NOR
209863,Leo,Borg,U,20030515,SWE
104201,Stefan,Borg,R,19830615,SWE
132686,Nuno,Borges,R,19970219,POR
104578,Francesco,Borgo,R,19850714,ITA
120636,Mikolaj,Borkowski,R,19871005,POL
121896,Gabor,Borsos,U,19910630,HUN
105697,Marco,Bortolotti,R,19910121,ITA
103969,Roman,Borvanov,R,19820331,MDA
126613,Bogdan,Borza,L,19970405,ROU
104387,Massimo,Bosa,R,19840623,ITA
200660,Thomas,Bosancic,U,20000715,AUS
208046,Pedro,Boscardin Dias,U,20030128,BRA
208152,Gabriele,Bosio,U,20001125,ITA
200614,Mislav,Bosnjak,U,19980604,AUS
104847,Adrien,Bossel,L,19861228,SUI
132958,George,Botezan,R,19970205,ROU
126530,Peter,Bothwell,R,19950928,IRL
105267,Kevin,Botti,L,19890114,FRA
106299,Bar Tzuf,Botzer,R,19940302,ISR
207993,Justin,Boulais,U,20011020,CAN
121845,Kevin,Boumlil,U,19890613,FRA
131910,Lucas,Bouquet,R,19970805,FRA
127239,Tony,Bourcet,U,19840808,FRA
111360,Edward,Bourchier,R,19881114,AUS
117358,Harry,Bourchier,R,19960124,AUS
106288,Mathias,Bourgue,R,19940118,FRA
206812,Romain,Bousquet,U,19890924,FRA
125796,Remi,Boutillier,U,19900115,FRA
207728,Moerani,Bouzige,R,19990713,AUS
208214,Arnaud,Bovy,L,20000917,BEL
206733,Emilio,Bowen,U,20010305,ECU
207729,Tristan,Boyer,R,20010421,USA
104592,Ilija,Bozoljac,R,19850802,SRB
103110,Daniele,Bracciali,R,19780110,ITA
104601,Marin,Bradaric,R,19850905,CRO
126528,Julian,Bradley,U,19920716,IRL
107552,Laurent,Bram,R,19840331,LUX
134840,Raul,Brancaccio,U,19970504,ITA
138853,Nicolas,Brand,U,19951021,GER
105880,Filipe,Brandao,U,19911213,BRA
206791,Manfred,Brandes,U,19961210,MEX
108764,Chris,Brandi,U,19821106,PUR
104978,Daniel,Brands,R,19870717,GER
202382,Simen Sunde,Bratholm,R,19990304,NOR
126489,Alexander,Braun,R,19950328,GER
105319,Danjil,Braun,U,19890411,KAZ
126276,Thomas,Brechemier,U,19960628,FRA
200687,Kai,Breitbach,U,19980228,GER
106054,Sander,Brendmoe,R,19920911,NOR
134231,Alex,Brenner,U,19941209,USA
206313,Leo,Bresson,U,19961106,FRA
109329,Dimitri,Bretting,R,19930307,SUI
207229,Martin,Breysach,U,20020130,FRA
104606,Charles Antoine,Brezac,R,19850917,FRA
200643,Jurgen,Briand,R,19990111,FRA
121777,Nils,Brinkman,R,19920625,GER
200621,Bruno,Britez,,19980523,PAR
122081,Luis,Britto,R,19930623,BRA
105730,Devin,Britton,R,19910317,USA
104334,Alberto,Brizzi,R,19840326,ITA
105493,Tomislav,Brkic,R,19900309,BIH
202194,David Damian,Brna,U,19980521,SVK
106281,Liam,Broady,L,19940104,GBR
109346,Brian,Brogan,U,19861204,USA
206871,Adam,Bronka,U,19990915,AUS
105513,Bart,Brons,L,19900405,NED
202385,Jenson,Brooksby,R,20001026,USA
202239,Florian,Broska,R,19980101,GER
208178,Samuel,Brosset,U,19980114,FRA
133835,Gijs,Brouwer,L,19960314,NED
202324,Maxence,Broville,R,19990131,FRA
200230,Alexander,Brown,U,19990502,USA
133057,Daniel,Brown,R,19900909,NZL
104460,Dustin,Brown,R,19841208,GER
208186,Preston,Brown,U,20010823,USA
126344,Scott,Browne,L,19901022,AUS
104516,Arnau,Brugues Davi,L,19850305,ESP
134276,Jacob,Brumm,U,19981130,USA
122257,Esteban,Bruna,U,19950119,CHI
202220,Nicolas,Bruna,U,19990119,CHI
105527,Jaan Frederik,Brunken,R,19900426,GER
105353,Pascal,Brunner,R,19890611,AUT
104874,Jesper,Brunstrom,U,19870217,SWE
103540,Johan,Brunstrom,L,19800403,SWE
200336,Trent,Bryde,R,19990824,USA
105876,Patrik,Brydolf,R,19911127,SWE
111569,Gage,Brymer,U,19950207,USA
206507,Ivan,Bryusov,U,19990814,RUS
103976,Juan Pablo,Brzezicki,R,19820412,ARG
104869,Sergei,Bubka,R,19870210,UKR
122330,Alexander,Bublik,R,19970617,KAZ
111751,Andres,Bucaro,U,19901126,GUA
105783,Chase,Buchanan,R,19910604,USA
122575,Matias Rodolfo,Buchhass,U,19930227,ARG
138353,Sergiu Ioan,Bucur,R,19970411,ROU
206931,Vuk,Budic,R,19980511,USA
144795,Sebastian,Buehler,R,19950623,GER
122501,Moritz,Buerchner,U,19900424,GER
206902,Giovane,Bueres,U,19990822,BRA
134302,Mantas,Bugailiskis,R,19960502,LTU
208159,Martin,Bugaj,U,19991103,CZE
104838,Miles,Bugby,U,19861207,GBR
122219,Tomas,Builes,R,19931214,COL
104687,Guillermo,Bujniewicz,R,19860226,ARG
145023,Maxim,Bulat,,19970318,MDA
106160,Aliaksandr,Bulitski,R,19930414,BLR
110571,Phassawit,Burapharitta,U,19921224,THA
108712,Brandon,Burke,U,19920910,JAM
104590,Tom,Burn,R,19850730,GBR
104393,Gregoire,Burquier,L,19840708,FRA
208882,Roman Andres,Burruchaga,U,20020123,ARG
105959,Lewis,Burton,R,19920323,GBR
105012,Alexander,Bury,R,19870914,BLR
103687,Enrico,Burzi,U,19810114,ITA
106276,Julian,Busch,R,19931221,ARG
132535,William,Bushamuka,R,19960124,USA
209501,Daniel,Bustamante,U,19931209,BRA
